云计算工程师,02-08发布,"民营公司|1000-5000人|通信/电信/网络设备,通信/电信运营、增值服务",0.5-2万/月,陕西省,南京华苏科技有限公司,无工作经验,,招若干人,1、负责云计算、服务器、存储设备安装、调试及培训等工作；,其他
云计算产品销售经理,02-08发布,"民营公司|少于50人|互联网/电子商务,专业服务(咨询、人力资源、财会)",0.8-1万/月,常州,常州瀚森科技股份有限公司,无工作经验,本科,招5人,岗位职责：,销售经理
云计算大数据讲师,02-08发布,"民营公司|少于50人|教育/培训/院校,计算机软件",1-1.5万/月,西安-莲湖区,陕西云谷教育科技有限公司,2年经验,本科,招5人,岗位职责：,职业技术教师
云计算运维工程师,02-08发布,"民营公司|50-150人|专业服务(咨询、人力资源、财会),检测，认证",10-15万/年,青岛-李沧区,青岛丰泽路浩科技咨询有限公司,无工作经验,,招5人,责亚马逊aws联合创新中心云计算相关业务对接和入驻企业云计算相关服务；,高级软件工程师
云计算大客户销售专员（高提成+双休）,02-08发布,"民营公司|50-150人|计算机服务(系统、数据服务、维修),计算机软件",0.8-1万/月,广州-越秀区,广东金万邦科技投资有限公司,无工作经验,大专,招5人,岗位职责：,销售代表
云计算信息安全工程师,02-08发布,"创业公司|150-500人|互联网/电子商务,计算机服务(系统、数据服务、维修)",1-2万/月,上海-浦东新区,上海驻云信息科技有限公司,无工作经验,,招1人,岗位职责：,网络信息安全工程师
云计算技术支持工程师,02-08发布,"民营公司|50-150人|计算机软件,互联网/电子商务",1-1.5万/月,北京,北京中宇华兴科技有限公司,2年经验,,招若干人,职位描述：,技术支持/维护工程师
云计算运维工程师（山东分公司）,02-08发布,"民营公司|50-150人|计算机软件,计算机服务(系统、数据服务、维修)",5-8千/月,济南,江苏一道云科技发展有限公司,2年经验,本科,招2人,技能要求：,技术支持/维护工程师
云计算售前,02-08发布,"民营公司|150-500人|计算机服务(系统、数据服务、维修),计算机软件",6-10万/年,杭州-西湖区,杭州焱雷网络科技有限公司,无工作经验,,招4人,工作职责：,售前/售后技术支持工程师
售前技术顾问（云计算解决方案经理）,02-08发布,"民营公司|500-1000人|计算机软件,计算机硬件",1-1.5万/月,福州,长威信息科技发展股份有限公司,3-4年经验,本科,招若干人,岗位职责：,售前/售后技术支持经理
销售经理（6AAS云计算）,02-08发布,"民营公司|50-150人|计算机软件,通信/电信/网络设备",6-8千/月,广州-天河区,睿哲科技股份有限公司,无工作经验,大专,招6人,一、岗位职责：,销售经理
销售代表（云计算事业部）,02-08发布,"民营公司|50-150人|制药/生物工程,农/林/牧/渔",0.6-1.2万/月,上海,上海烈冰生物医药科技有限公司,3-4年经验,本科,招3人,1、协助部门管理团队制定年度市场营销工作规划，针对市场变化及时提供决策建议；,大客户销售
高级云计算架构师(Vmware/OpenStack)(职位编号：Richfit000610),02-08发布,"国企|1000-5000人|计算机软件,计算机服务(系统、数据服务、维修)",2-3万/月,北京-昌平区,北京中油瑞飞信息技术有限责任公司,5-7年经验,本科,招1人,,系统架构设计师
资深云计算运维工程师-技保,02-08发布,"民营公司|1000-5000人|互联网/电子商务,网络游戏",1.5-2万/月,上海,盛大游戏,无工作经验,,招2人,工作职责：,其他
云计算/物联网/大数据副总工程师,02-08发布,民营公司|150-500人|多元化业务集团公司,0.8-1万/月,南京,江苏三棱智慧物联发展股份有限公司,无工作经验,本科,招3人,岗位职责:,数据库工程师/管理员
云计算客户经理(职位编号：001),02-08发布,"民营公司|少于50人|互联网/电子商务,通信/电信运营、增值服务",0.3-1.5万/月,杭州-滨江区,浙江观云科技有限公司,无工作经验,大专,招5人,岗位职责：,客户经理/主管
技术工程师（云计算）,02-08发布,"上市公司|50-150人|计算机服务(系统、数据服务、维修),计算机硬件",6-8千/月,深圳,深圳市鸿普森科技股份有限公司,2年经验,大专,招2人,岗位职责：,技术支持/维护工程师
售前工程师-云计算,02-08发布,"上市公司|150-500人|计算机服务(系统、数据服务、维修),通信/电信/网络设备",0.8-1.6万/月,成都,四川创意信息技术股份有限公司,无工作经验,大专,招2人,岗位职责：,售前/售后技术支持工程师
云计算实施工程师,02-08发布,合资|50-150人|计算机软件,1-2万/月,上海-杨浦区,上海骞云信息科技有限公司,3-4年经验,大专,招2人,岗位描述:,技术支持/维护工程师
云计算系统安全工程师,02-08发布,"民营公司|50-150人|互联网/电子商务,计算机服务(系统、数据服务、维修)",0.6-1.5万/月,杭州-西湖区,浙江卓见云科技有限公司,无工作经验,本科,招2人,岗位要求：,技术支持/维护经理
云计算销售经理,02-08发布,"民营公司|50-150人|计算机服务(系统、数据服务、维修),电子技术/半导体/集成电路",0.8-1万/月,深圳-福田区,广东智越信息技术有限公司,2年经验,大专,招若干人,1、负责搜集新客户的资料并进行沟通，开发新客户；,销售经理
云计算规划管理工程师(职位编号：cms001530),02-08发布,国企|10000人以上|金融/投资/证券,15-20万/年,深圳-南山区,招商证券股份有限公司,无工作经验,硕士,招若干人,岗位职责:,信息技术专员
云计算开发工程师,02-08发布,合资|1000-5000人|计算机软件,20-25万/年,南京,南京富士通南大软件技术有限公司,1年经验,大专,招2人,1.拥有1年以上云计算相关的开发经验；,软件工程师
软件销售经理云计算,02-08发布,"民营公司|少于50人|计算机服务(系统、数据服务、维修),计算机软件",0.8-1.5万/月,深圳-福田区,深圳市信瑞时代科技有限公司,3-4年经验,大专,招2人,1.负责基于青云的云计算产品销售，包括公有云和私有云，骨干网，存储解决方案等等。,销售经理
产品经理（云计算、大数据）,02-08发布,民营公司|50-150人|计算机软件,1-1.5万/月,深圳-南山区,深圳才易宝技术有限公司,无工作经验,大专,招1人,岗位职责,算法工程师
00509-23-云计算架构师,02-08发布,"民营公司|500-1000人|计算机软件,互联网/电子商务",3-5万/月,无锡,无锡华云数据技术服务有限公司,10年以上经验,本科,招1人,职位概述：,系统架构设计师
云计算研发工程师,02-08发布,"上市公司|50-150人|计算机软件,互联网/电子商务",1.2-2.4万/月,北京-朝阳区,北京蓝沧科技有限公司,3-4年经验,本科,招1人,岗位职责：,软件工程师
技术储备生-产品研发岗（Java方向/云计算）3K-5K,02-08发布,"上市公司|10000人以上|计算机软件,计算机服务(系统、数据服务、维修)",3-5千/月,沈阳,沈阳中科云信息技术有限公司,无工作经验,大专,招5人,岗位职责：,产品专员
云计算工程师,02-08发布,"国企|1000-5000人|仪器仪表/工业自动化,计算机服务(系统、数据服务、维修)",5-8千/月,北京-石景山区,北京首钢自动化信息技术有限公司,3-4年经验,本科,招1人,1、云平台技术设计；,系统架构设计师
销售经理/主管（云计算）,02-08发布,"民营公司|50-150人|通信/电信/网络设备,互联网/电子商务",3.5-5千/月,广州,广州众源网络科技有限公司,3-4年经验,,招2人,1、针对目标客户对云桌面、云平台管理系统进行市场宣传；,销售主管
云计算研发工程师(北京),02-08发布,民营公司|少于50人|计算机软件,0.8-1万/月,北京,无锡云动科技发展有限公司,无工作经验,,招若干人,岗位职责描述：,软件工程师
云计算开发工程师,02-08发布,"上市公司|1000-5000人|计算机软件,计算机服务(系统、数据服务、维修)",0.8-1万/月,佛山,广州赛意信息科技股份有限公司,2年经验,本科,招若干人,工作职责：,高级软件工程师
云计算网络工程师,02-08发布,"民营公司|500-1000人|计算机服务(系统、数据服务、维修),计算机软件",1-1.5万/月,广州,上海新炬网络技术有限公司,3-4年经验,,招3人,岗位描述：,网络工程师
云计算工程师,02-08发布,民营公司|50-150人|计算机软件,2-3万/月,上海-浦东新区,上海跬智信息技术有限公司,2年经验,本科,招1人,职责描述：,高级软件工程师
存储/云计算/服务器工程师,02-08发布,"民营公司|150-500人|计算机服务(系统、数据服务、维修),通信/电信/网络设备",0.6-1.2万/月,深圳-福田区,深圳市盛凯信息科技有限公司,无工作经验,大专,招5人,岗位职责：,技术支持/维护工程师
云计算工程师（Python）,02-08发布,"民营公司|50-150人|计算机软件,互联网/电子商务",0.8-1万/月,南京,南京熙泰信息技术有限公司,无工作经验,大专,招5人,,软件工程师
项目经理_云计算,02-08发布,"外资（欧美）|500-1000人|计算机软件,互联网/电子商务",1.5-2万/月,北京-朝阳区,上海联蔚信息科技有限公司,8-9年经验,本科,招若干人,岗位职责:,项目经理
云计算大客户销售专员(高提成),02-08发布,"外资（非欧美）|150-500人|房地产,建筑/建材/工程",0.8-1万/月,广州,金朝阳地产（中国）有限公司,无工作经验,大专,招若干人,岗位职责：,销售代表
产品经理(云计算）,02-08发布,"国企|50-150人|计算机软件,计算机服务(系统、数据服务、维修)",1-1.5万/月,上海,上海浦东软件园汇智软件发展有限公司,无工作经验,本科,招1人,岗位职责：,产品经理/主管
云计算系统工程师,02-08发布,"民营公司|少于50人|计算机软件,计算机服务(系统、数据服务、维修)",1.5-2万/月,北京-海淀区,云星数据（深圳）有限公司,5-7年经验,本科,招4人,岗位职责：,系统工程师
云计算咨询设计项目经理,02-08发布,"国企|500-1000人|通信/电信/网络设备,通信/电信运营、增值服务",15-20万/年,成都,四川通信科研规划设计有限责任公司,3-4年经验,本科,招若干人,1、负责为运营商及行业客户提供云计算平台的规划、咨询、设计等；,项目经理
云计算/服务器/存储工程师（双休）,02-08发布,民营公司|150-500人|通信/电信/网络设备,0.5-1万/月,广州-黄埔区,广州市博立信息科技有限公司,1年经验,大专,招2人,1、负责华为云计算、服务器及存储产品相关项目售前支持，进行相应系统方案交流，需求调研，方案撰写等,技术支持/维护工程师
云计算售前解决方案工程师,02-08发布,"民营公司|150-500人|计算机软件,通信/电信/网络设备",1.5-3万/月,南京,赛特斯信息科技股份有限公司,2年经验,本科,招2人,1.负责赛云产品的市场拓展，对赛云项目成功和市场目标负责；,售前/售后技术支持经理
云计算高级开发工程师,02-08发布,民营公司|50-150人|计算机软件,6-7万/年,上海-闵行区,义语智能科技（上海）有限公司,5-7年经验,硕士,招1人,职位描述：,其他
云计算存储备份工程师（沈阳）,02-08发布,民营公司|150-500人|计算机服务(系统、数据服务、维修),0.8-1万/月,沈阳,江苏群立现代信息科技发展有限公司,无工作经验,大专,招1人,工作内容：,技术支持/维护工程师
云计算销售总监,02-08发布,"民营公司|150-500人|计算机软件,互联网/电子商务",10-40万/年,广州-越秀区,广州市云润大数据服务有限公司,无工作经验,,招2人,岗位职责：,销售总监
光大科技-云计算开发岗,02-08发布,国企|银行,,北京,光大科技有限公司,3-4年经验,本科,招若干人,,互联网软件开发工程师
售前技术总监（云计算、数据中心）,02-08发布,"民营公司|500-1000人|计算机服务(系统、数据服务、维修),计算机软件",1.5-2万/月,北京-海淀区,北京竞业达数码科技股份有限公司,5-7年经验,本科,招若干人,职位职责：,售前/售后技术支持经理
初级云计算工程师（杭州）,02-08发布,"上市公司|1000-5000人|通信/电信/网络设备,计算机软件",5-8千/月,南京-秦淮区,深圳市讯方技术股份有限公司,无工作经验,大专,招5人,工作职责：,互联网软件开发工程师
云计算平台运维工程师,02-08发布,"民营公司|500-1000人|计算机软件,通信/电信/网络设备",0.5-1.2万/月,南京,南京擎天科技有限公司,2年经验,,招1人,1、负责公司已经建成的云计算平台的日常运维和驻场工作；,技术支持/维护工程师
云计算运维工程师（总部）,02-08发布,"民营公司|1000-5000人|房地产,多元化业务集团公司",0.8-1万/月,广州-海珠区,广州市君杰实业有限公司,无工作经验,,招若干人,岗位职责：,技术支持/维护工程师
云计算工程师（福州）,02-08发布,"民营公司|150-500人|计算机服务(系统、数据服务、维修),通信/电信/网络设备",6-8千/月,福州,深圳市锐科信息技术有限公司,1年经验,大专,招若干人,岗位职责：,技术支持/维护工程师
云计算领域专家,02-08发布,上市公司|500-1000人|计算机软件,3-5万/月,北京-西城区,北京腾信软创科技股份有限公司,10年以上经验,,招若干人,1、对公司云计算领域技术与业务具有推动性作用、具备出色的团队管理与沟通能力、对公司相关人才梯队建设能起到关键性作用；,技术总监/经理
云项目云计算研发高级工程师,02-08发布,民营公司|少于50人|新能源,20-30万/年,北京-大兴区,旭孚（北京）新能源科技有限公司,无工作经验,,招3人,职位描述：,高级软件工程师
云计算（架构）软件开发工程师,02-08发布,"外资（非欧美）|50-150人|电子技术/半导体/集成电路,计算机软件",1.2-1.8万/月,广州-黄埔区,施德朗（广州）电气科技有限公司,3-4年经验,,招1人,岗位职责：,系统架构设计师
大数据/云计算,02-08发布,"民营公司|150-500人|计算机软件,计算机服务(系统、数据服务、维修)",6-9千/月,武汉-洪山区,武汉华信数据系统有限公司,1年经验,本科,招若干人,岗位职责：,软件工程师
云计算Linux运维工程师,02-08发布,"合资|500-1000人|计算机硬件,电子技术/半导体/集成电路",0.8-1万/月,深圳-福田区,宝德软件,1年经验,本科,招3人,任职要求：,技术支持/维护工程师
售前/售后技术支持工程师（虚拟化/云计算）,02-08发布,民营公司|50-150人|计算机软件,5-8千/月,合肥-包河区,湖南云之翼软件有限公司,3-4年经验,,招2人,岗位职责：,售前/售后技术支持工程师
云计算-运维工程师(后端),02-08发布,"合资|150-500人|通信/电信/网络设备,通信/电信运营、增值服务",1-1.5万/月,深圳-龙华新区,宝腾互联技术,3-4年经验,大专,招2人,工作职责：,技术支持/维护工程师
系统集成工程师（云计算）,02-08发布,"国企|500-1000人|计算机软件,通信/电信运营、增值服务",6-8千/月,杭州-滨江区,浙江鸿程计算机系统有限公司,2年经验,,招1人,岗位职责：,系统集成工程师
云计算渠道销售经理,02-08发布,"民营公司|500-1000人|计算机硬件,计算机服务(系统、数据服务、维修)",0.6-1.2万/月,深圳,宝德科技集团股份有限公司,无工作经验,本科,招1人,岗位职责:,渠道/分销专员
云计算运维工程师,02-08发布,"民营公司|150-500人|计算机软件,互联网/电子商务",3-4.5千/月,合肥,合肥金而惠信息科技有限公司,无工作经验,大专,招若干人,岗位职责：,软件工程师
云计算部经理,02-08发布,民营公司|50-150人|计算机服务(系统、数据服务、维修),1-1.5万/月,南宁,广西智翔科技有限公司,5-7年经验,本科,招1人,岗位职责：,信息技术经理/主管
云计算销售经理,02-08发布,"民营公司|150-500人|计算机硬件,计算机服务(系统、数据服务、维修)",4-8千/月,深圳-南山区,深圳市神州动力数码有限公司,无工作经验,大专,招若干人,我们的优势：,大客户销售
软件研发工程师-云计算-武汉,02-08发布,民营公司|500-1000人|计算机软件,1-1.5万/月,武汉,北京中科大洋科技发展股份有限公司,无工作经验,本科,招2人,岗位职责：,系统架构设计师
云计算运维工程师,02-08发布,"合资|150-500人|计算机软件,互联网/电子商务",0.8-1万/月,盐城,江苏悦达数梦技术有限公司,2年经验,本科,招2人,岗位职责：,技术支持/维护工程师
云计算安全评估工程师,02-08发布,国企|500-1000人|检测，认证,1.2-2万/月,广州,广州赛宝认证中心服务有限公司,无工作经验,本科,招2人,,科研人员
云计算研发工程师,02-08发布,"民营公司|少于50人|计算机软件,医疗/护理/卫生",1-2.5万/月,杭州,深圳天琴医疗科技有限公司,无工作经验,本科,招2人,岗位职责：,高级软件工程师
研究院院长-java/C++/云计算/人工智能,02-08发布,民营公司|50-150人|计算机软件,2-5万/月,大连-高新园区,大连隆基信息技术有限公司,无工作经验,,招1人,1、负责研究院的日常管理、规划,高级软件工程师
云计算、虚拟化工程师,02-08发布,"民营公司|50-150人|计算机软件,多元化业务集团公司",4.5-6千/月,昆明,云南思普投资有限公司,1年经验,本科,招1人,岗位职责：,软件工程师
售前技术顾问（云计算解决方案经理）,02-08发布,民营公司|500-1000人|计算机软件,1-1.5万/月,福州,长威信息科技发展股份有限公司,3-4年经验,本科,招1人,,售前/售后技术支持经理
云计算与IDC事业部总经理,02-08发布,"上市公司|1000-5000人|互联网/电子商务,通信/电信运营、增值服务",30-60万/年,深圳,梦网荣信科技集团股份有限公司,10年以上经验,本科,招1人,岗位职责：,副总经理/副总裁
高级云计算工程师,02-08发布,合资|50-150人|计算机软件,0.8-1万/月,哈尔滨-南岗区,上海宏力达信息技术股份有限公司哈尔滨软件研发中心,无工作经验,本科,招1人,岗位职责：,高级软件工程师
云计算高级售前-无锡,02-08发布,"民营公司|50-150人|计算机软件,计算机服务(系统、数据服务、维修)",3-5万/月,无锡-惠山区,江苏京玉信息技术有限公司,5-7年经验,本科,招2人,【岗位职责】,售前/售后技术支持经理
云计算开发工程师,02-08发布,创业公司|50-150人|计算机服务(系统、数据服务、维修),10-15万/年,武汉-洪山区,湖北三环数据系统有限公司,3-4年经验,本科,招若干人,岗位职责：,软件工程师
高级云计算性能优化工程师-杭州研究院711(职位编号：J151216),02-08发布,上市公司|10000人以上|互联网/电子商务,1-1.5万/月,杭州,网易集团,2年经验,,招1人,Responsibility,软件测试
云计算技术支持工程师--开放平台部,02-08发布,"国企|1000-5000人|通信/电信/网络设备,互联网/电子商务",0.8-1万/月,重庆-渝北区,中移物联网有限公司,无工作经验,,招若干人,工作职责：,计算机辅助设计工程师
阿里云-高级运维架构师-云计算资源规划(职位编号：GP025744),02-08发布,上市公司|10000人以上|互联网/电子商务,,杭州,阿里巴巴集团,5-7年经验,本科,招1人,1.负责阿里云数据中心基础设施监控、资源管理的平台建设，用自动化、智能化的方法来让数据中心更精确、高效、节能。,系统管理员/网络管理员
云计算集成工程师(CloudIntegrationEngineer)(职位编号：194273),02-08发布,"外资（欧美）|500-1000人|通信/电信/网络设备,电子技术/半导体/集成电路",,广州,爱立信中国-北方区域（Ericsson）,无工作经验,本科,招若干人,云计算集成工程师(CloudIntegrationEngineer),系统集成工程师
云计算集成工程师(CloudIntegrationEngineer)(职位编号：(207070)),02-08发布,"外资（欧美）|5000-10000人|通信/电信/网络设备,电子技术/半导体/集成电路",,大连,Ericsson(China)CommunicationsCo.LTD爱立信（中国）通信有限公司,无工作经验,本科,招若干人,爱立信作为通信行业的领导者，致力于为客户提供最优质的服务。为了更好支持销售部门，为客户提供更加优质的服务，全球服务中心计划招募优秀人才若干名，欢迎您的加入！,系统集成工程师
售前工程师(云计算、虚拟化方向),02-08发布,"民营公司|少于50人|计算机服务(系统、数据服务、维修),计算机硬件",1-1.5万/月,西安,赛维思科技有限公司,5-7年经验,本科,招2人,岗位职责：,售前/售后技术支持工程师
数据中心云计算业务员,02-08发布,上市公司|150-500人|通信/电信/网络设备,6-8千/月,深圳-龙华新区,深圳市比洋光通信科技股份有限公司,无工作经验,大专,招3人,,区域销售经理
云计算工程师,02-08发布,民营公司|1000-5000人|通信/电信运营、增值服务,6-8千/月,北京-大兴区,方正宽带网络服务有限公司,无工作经验,本科,招1人,,软件工程师
系统工程师-云计算方向,02-08发布,"民营公司|150-500人|计算机服务(系统、数据服务、维修),计算机软件",0.8-1.2万/月,武汉-洪山区,武汉四通信息服务有限公司,3-4年经验,本科,招2人,,其他
云计算研发工程师（大学老师--上海）,02-08发布,"民营公司|500-1000人|通信/电信/网络设备,教育/培训/院校",0.8-1万/月,上海-奉贤区,北京华晟经世信息技术有限公司,3-4年经验,本科,招1人,,大学教授
云计算架构师,02-08发布,"民营公司|1000-5000人|互联网/电子商务,金融/投资/证券",30-45万/年,上海-徐汇区,汇付天下有限公司,5-7年经验,本科,招1人,1、根据公司的战略和工作计划，提供云计算解决方案，包含系统架构设计，资源配置、计划预算，运行保障等。,大数据开发/分析
云计算项目经理,02-08发布,民营公司|150-500人|计算机软件,2.5-3.5万/月,深圳-龙岗区,广州华微明天软件技术有限公司,无工作经验,大专,招1人,1、熟悉云计算主要技术及主要产品，包括OpenStack、AWS、VMWare等；,项目经理
云计算运维工程师,02-08发布,"民营公司|少于50人|互联网/电子商务,计算机服务(系统、数据服务、维修)",0.5-1万/月,广州-越秀区,广东乐驼网信息科技有限公司,2年经验,本科,招若干人,任职要求：,网络工程师
云计算高级讲师,02-08发布,"民营公司|150-500人|教育/培训/院校,互联网/电子商务",1.5-2.5万/月,北京,北京西普阳光教育科技股份有限公司,无工作经验,,招1人,岗位职责：,培训讲师
工程造价（银行云计算实习生）,02-07发布,"民营公司|150-500人|互联网/电子商务,网络游戏",4.5-6千/月,天津-南开区,今日幸福（天津）移动网络科技有限公司,无工作经验,大专,招3人,职位描述：伴随着“互联网+”行动计划，当今IT及ICT产业的趋势就是“云端”。各大如：百度、腾讯、阿里巴巴等都在主打“云”的解决方案，他们拥有互联网及移动互联网门户，也与之对应的建立了自己的数据中心；,工程/机械绘图员
5K起云计算测试助理,02-07发布,"合资|150-500人|计算机软件,互联网/电子商务",6-8千/月,深圳-福田区,深圳市灏杨科技有限公司,无工作经验,大专,招3人,岗位要求：,汽车检验/检测
云计算/大数据实习生,02-07发布,"民营公司|50-150人|互联网/电子商务,计算机软件",6-8千/月,成都,成都云客联创信息技术有限公司,无工作经验,大专,招若干人,"有非凡志向,才有非凡成就!人生的选择决定一切!",软件工程师
云计算事业部_物流行业产品经理(职位编号：baidu017834),02-07发布,外资（欧美）|500-1000人|互联网/电子商务,2-3.5万/月,北京-海淀区,百度在线网络技术（北京）有限公司,5-7年经验,本科,招若干人,岗位职责:,产品经理/主管
#DJ70531云计算-运维工程师（后端方向）,02-07发布,"民营公司|50-150人|互联网/电子商务,计算机软件",4.5-6千/月,南昌,北京兰亭门文化传播有限公司,无工作经验,大专,招1人,,技术支持/维护工程师
云计算开发高级工程师,02-07发布,"民营公司|150-500人|计算机硬件,计算机软件",2-3万/月,深圳,深圳市科思科技股份有限公司,5-7年经验,本科,招2人,岗位职责：,系统架构设计师
数据库工程师/管理员（云计算）,02-07发布,民营公司|150-500人|家具/家电/玩具/礼品,1.5-2万/月,昆山,摩瑞尔电器（昆山）有限公司,5-7年经验,本科,招1人,,数据库工程师/管理员
云计算区域交付工程师,02-07发布,"合资|1000-5000人|通信/电信/网络设备,计算机服务(系统、数据服务、维修)",0.6-1万/月,济南,紫光云数科技有限公司,2年经验,本科,招1人,职责说明：,技术支持/维护工程师
云计算咨询顾问,02-07发布,外资（非欧美）|150-500人|计算机服务(系统、数据服务、维修),2.5-3万/月,上海,富士通（中国）信息系统有限公司,5-7年经验,本科,招1人,,项目经理
系统工程师（服务器存储、云计算，工作地点：海口）,02-07发布,外资（非欧美）|500-1000人|通信/电信运营、增值服务,,海口,联强国际,无工作经验,,招若干人,,售前/售后技术支持工程师
高级云计算Devops研发工程师,02-07发布,"民营公司|少于50人|互联网/电子商务,计算机软件",1.5-2万/月,广州-天河区,广州麒云萱韬信息科技有限公司,3-4年经验,本科,招2人,我们需要这样子的您：,高级软件工程师
